DateTime,tmp
2014-07-16T20:03:00Z,13.31
2014-07-16T22:03:00Z,11.29
2014-07-17T00:03:00Z,11
2014-07-17T02:03:00Z,9.46
2014-07-17T04:03:00Z,9.67
2014-07-17T06:03:00Z,11.18
2014-07-17T08:03:00Z,14.35
2014-07-17T10:03:00Z,15.95
2014-07-17T12:03:00Z,19.11
2014-07-17T14:03:00Z,17.93
2014-07-17T16:03:00Z,17.44
2014-07-17T18:03:00Z,15.63
2014-07-17T20:03:00Z,14.45
2014-07-17T22:03:00Z,13.18
2014-07-18T00:03:00Z,13.16
2014-07-18T02:03:00Z,12.08
2014-07-18T04:03:00Z,12.01
2014-07-18T06:03:00Z,12.05
2014-07-18T08:03:00Z,9.51
2014-07-18T10:03:00Z,11.03
2014-07-18T12:03:00Z,15.88
2014-07-18T14:03:00Z,15.48
2014-07-18T16:03:00Z,10.68
2014-07-18T18:03:00Z,12.99
2014-07-18T20:03:00Z,12
2014-07-18T22:03:00Z,12.82
2014-07-19T00:03:00Z,11.19
2014-07-19T02:03:00Z,10.32
2014-07-19T04:03:00Z,10.06
2014-07-19T06:03:00Z,11.58
2014-07-19T08:03:00Z,14.7
2014-07-19T10:03:00Z,16.47
2014-07-19T12:03:00Z,19.56
2014-07-19T14:03:00Z,15.56
2014-07-19T16:03:00Z,15.75
2014-07-19T18:03:00Z,13.92
2014-07-19T20:03:00Z,12.87
2014-07-19T22:03:00Z,11.02
2014-07-20T00:03:00Z,10.83
2014-07-20T02:03:00Z,10.53
2014-07-20T04:03:00Z,9.95
2014-07-20T06:03:00Z,9.21
2014-07-20T08:03:00Z,12.09
2014-07-20T10:03:00Z,14.2
2014-07-20T12:03:00Z,13.99
2014-07-20T14:03:00Z,16.23
2014-07-20T16:03:00Z,14.8
2014-07-20T18:03:00Z,13.63
2014-07-20T20:03:00Z,11.28
2014-07-20T22:03:00Z,10.19
2014-07-21T00:03:00Z,8.77
2014-07-21T02:03:00Z,7.88
2014-07-21T04:03:00Z,7.062
2014-07-21T06:03:00Z,6.986
2014-07-21T08:03:00Z,9.24
2014-07-21T10:03:00Z,12.54
2014-07-21T12:03:00Z,14.94
2014-07-21T14:03:00Z,16.24
2014-07-21T16:03:00Z,15.84
2014-07-21T18:03:00Z,14.24
2014-07-21T20:03:00Z,11.55
2014-07-21T22:03:00Z,10.53
2014-07-22T00:03:00Z,9.6
2014-07-22T02:03:00Z,9.03
2014-07-22T04:03:00Z,8.38
2014-07-22T06:03:00Z,9.78
2014-07-22T08:03:00Z,13.07
2014-07-22T10:03:00Z,15.52
2014-07-22T12:03:00Z,19.67
2014-07-22T14:03:00Z,19.43
2014-07-22T16:03:00Z,18.98
2014-07-22T18:03:00Z,16.65
2014-07-22T20:03:00Z,13.67
2014-07-22T22:03:00Z,12.77
2014-07-23T00:03:00Z,12.16
2014-07-23T02:03:00Z,11.34
2014-07-23T04:03:00Z,11.8
2014-07-23T06:03:00Z,12.16
2014-07-23T08:03:00Z,14.59
2014-07-23T10:03:00Z,17.42
2014-07-23T12:03:00Z,19.9
2014-07-23T14:03:00Z,20.69
2014-07-23T16:03:00Z,20.27
2014-07-23T18:03:00Z,18.35
2014-07-23T20:03:00Z,15.59
2014-07-23T22:03:00Z,14.39
2014-07-24T00:03:00Z,13.68
2014-07-24T02:03:00Z,13.05
2014-07-24T04:03:00Z,12.15
2014-07-24T06:03:00Z,12.37
2014-07-24T08:03:00Z,14.72
2014-07-24T10:03:00Z,17.75
2014-07-24T12:03:00Z,20.39
2014-07-24T14:03:00Z,20.17
2014-07-24T16:03:00Z,20.53
2014-07-24T18:03:00Z,16.87
2014-07-24T20:03:00Z,14.91
2014-07-24T22:03:00Z,14.25
2014-07-25T00:03:00Z,13.27
2014-07-25T02:03:00Z,11.95
2014-07-25T04:03:00Z,11.58
2014-07-25T06:03:00Z,11.25
2014-07-25T08:03:00Z,13.96
2014-07-25T10:03:00Z,16.78
2014-07-25T12:03:00Z,17.83
2014-07-25T14:03:00Z,20.22
2014-07-25T16:03:00Z,18.73
2014-07-25T18:03:00Z,15.97
2014-07-25T20:03:00Z,12.93
2014-07-25T22:03:00Z,11.86
2014-07-26T00:03:00Z,11.37
2014-07-26T02:03:00Z,10.37
2014-07-26T04:03:00Z,10.21
2014-07-26T06:03:00Z,10.8
2014-07-26T08:03:00Z,13.3
2014-07-26T10:03:00Z,16.6
2014-07-26T12:03:00Z,18.65
2014-07-26T14:03:00Z,17.58
2014-07-26T16:03:00Z,14.33
2014-07-26T18:03:00Z,13.49
2014-07-26T20:03:00Z,13.99
2014-07-26T22:03:00Z,12.87
2014-07-27T00:03:00Z,12.96
2014-07-27T02:03:00Z,11.53
2014-07-27T04:03:00Z,11.18
2014-07-27T06:03:00Z,12.36
2014-07-27T08:03:00Z,14.41
2014-07-27T10:03:00Z,15.62
2014-07-27T12:03:00Z,16.48
2014-07-27T14:03:00Z,14.09
2014-07-27T16:03:00Z,9.28
2014-07-27T18:03:00Z,11.3
2014-07-27T20:03:00Z,10.14
2014-07-27T22:03:00Z,10.67
2014-07-28T00:03:00Z,9.41
2014-07-28T02:03:00Z,9.96
2014-07-28T04:03:00Z,8.94
2014-07-28T06:03:00Z,9.93
2014-07-28T08:03:00Z,11.36
2014-07-28T10:03:00Z,9.51
2014-07-28T12:03:00Z,8.88
2014-07-28T14:03:00Z,11.29
2014-07-28T16:03:00Z,10.65
2014-07-28T18:03:00Z,8.82
2014-07-28T20:03:00Z,9.03
2014-07-28T22:03:00Z,8.26
2014-07-29T00:03:00Z,8.08
2014-07-29T02:03:00Z,7.222
2014-07-29T04:03:00Z,7.271
2014-07-29T06:03:00Z,7.915
2014-07-29T08:03:00Z,8.97
2014-07-29T10:03:00Z,7.926
2014-07-29T12:03:00Z,8.43
2014-07-29T14:03:00Z,11.03
2014-07-29T16:03:00Z,12.18
2014-07-29T18:03:00Z,11.55
2014-07-29T20:03:00Z,8.7
2014-07-29T22:03:00Z,9.59
2014-07-30T00:03:00Z,7.306
2014-07-30T02:03:00Z,7.328
2014-07-30T04:03:00Z,5.978
2014-07-30T06:03:00Z,8.56
2014-07-30T08:03:00Z,10.9
2014-07-30T10:03:00Z,9.81
2014-07-30T12:03:00Z,12.87
2014-07-30T14:03:00Z,14.36
2014-07-30T16:03:00Z,13.13
2014-07-30T18:03:00Z,11.57
2014-07-30T20:03:00Z,10.26
2014-07-30T22:03:00Z,9.2
2014-07-31T00:03:00Z,8.62
2014-07-31T02:03:00Z,7.843
2014-07-31T04:03:00Z,9.03
2014-07-31T06:03:00Z,9.42
2014-07-31T08:03:00Z,12.28
2014-07-31T10:03:00Z,13.38
2014-07-31T12:03:00Z,8.76
2014-07-31T14:03:00Z,13.55
2014-07-31T16:03:00Z,9.54
2014-07-31T18:03:00Z,8.14
2014-07-31T20:03:00Z,8.34
2014-07-31T22:03:00Z,9.74
2014-08-01T00:03:00Z,8.22
2014-08-01T02:03:00Z,7.403
2014-08-01T04:03:00Z,6.618
2014-08-01T06:03:00Z,9.32
2014-08-01T08:03:00Z,12.66
2014-08-01T10:03:00Z,14.22
2014-08-01T12:03:00Z,16.33
2014-08-01T14:03:00Z,16.38
2014-08-01T16:03:00Z,16.22
2014-08-01T18:03:00Z,13.41
2014-08-01T20:03:00Z,12.42
2014-08-01T22:03:00Z,11.86
2014-08-02T00:03:00Z,7.745
2014-08-02T02:03:00Z,8.59
2014-08-02T04:03:00Z,9.44
2014-08-02T06:03:00Z,9.11
2014-08-02T08:03:00Z,12.5
2014-08-02T10:03:00Z,13.84
2014-08-02T12:03:00Z,13.99
2014-08-02T14:03:00Z,14.32
2014-08-02T16:03:00Z,13.8
2014-08-02T18:03:00Z,13.36
2014-08-02T20:03:00Z,10.78
2014-08-02T22:03:00Z,11.79
2014-08-03T00:03:00Z,11.15
2014-08-03T02:03:00Z,10.95
2014-08-03T04:03:00Z,9.44
2014-08-03T06:03:00Z,10.55
2014-08-03T08:03:00Z,10.82
2014-08-03T10:03:00Z,10.69
2014-08-03T12:03:00Z,9.2
2014-08-03T14:03:00Z,7.464
2014-08-03T16:03:00Z,6.636
2014-08-03T18:03:00Z,6.685
2014-08-03T20:03:00Z,6.914
2014-08-03T22:03:00Z,6.957
2014-08-04T00:03:00Z,6.419
2014-08-04T02:03:00Z,6.161
2014-08-04T04:03:00Z,5.558
2014-08-04T06:03:00Z,5.538
2014-08-04T08:03:00Z,6.083
2014-08-04T10:03:00Z,6.861
2014-08-04T12:03:00Z,6.493
2014-08-04T14:03:00Z,5.916
2014-08-04T16:03:00Z,6.1
2014-08-04T18:03:00Z,6.103
2014-08-04T20:03:00Z,6.347
2014-08-04T22:03:00Z,5.508
2014-08-05T00:03:00Z,5.567
2014-08-05T02:03:00Z,5.758
2014-08-05T04:03:00Z,5.587
2014-08-05T06:03:00Z,5.354
2014-08-05T08:03:00Z,5.404
2014-08-05T10:03:00Z,6.092
2014-08-05T12:03:00Z,7.128
2014-08-05T14:03:00Z,8.41
2014-08-05T16:03:00Z,9.96
2014-08-05T18:03:00Z,9.15
2014-08-05T20:03:00Z,8.33
2014-08-05T22:03:00Z,7.433
2014-08-06T00:03:00Z,6.17
2014-08-06T02:03:00Z,5.526
2014-08-06T04:03:00Z,6.053
2014-08-06T06:03:00Z,6.426
2014-08-06T08:03:00Z,8.56
2014-08-06T10:03:00Z,11.13
2014-08-06T12:03:00Z,12.21
2014-08-06T14:03:00Z,13.63
2014-08-06T16:03:00Z,14.28
2014-08-06T18:03:00Z,11.52
2014-08-06T20:03:00Z,9.67
2014-08-06T22:03:00Z,8.5
2014-08-07T00:03:00Z,7.51
2014-08-07T02:03:00Z,6.783
2014-08-07T04:03:00Z,6.205
2014-08-07T06:03:00Z,7.439
2014-08-07T08:03:00Z,8.4
2014-08-07T10:03:00Z,10.72
2014-08-07T12:03:00Z,11.56
2014-08-07T14:03:00Z,13.53
2014-08-07T16:03:00Z,12.86
2014-08-07T18:03:00Z,10.69
2014-08-07T20:03:00Z,9.04
2014-08-07T22:03:00Z,8.22
2014-08-08T00:03:00Z,8.06
2014-08-08T02:03:00Z,6.991
2014-08-08T04:03:00Z,7.148
2014-08-08T06:03:00Z,8.33
2014-08-08T08:03:00Z,9.82
2014-08-08T10:03:00Z,11.56
2014-08-08T12:03:00Z,13.73
2014-08-08T14:03:00Z,10.14
2014-08-08T16:03:00Z,9.74
2014-08-08T18:03:00Z,10.41
2014-08-08T20:03:00Z,9.79
2014-08-08T22:03:00Z,8.65
2014-08-09T00:03:00Z,7.86
2014-08-09T02:03:00Z,7.954
2014-08-09T04:03:00Z,7.67
2014-08-09T06:03:00Z,8.8
2014-08-09T08:03:00Z,11.91
2014-08-09T10:03:00Z,14.31
2014-08-09T12:03:00Z,14.17
2014-08-09T14:03:00Z,13.61
2014-08-09T16:03:00Z,14.15
2014-08-09T18:03:00Z,12.83
2014-08-09T20:03:00Z,10.97
2014-08-09T22:03:00Z,10.4
2014-08-10T00:03:00Z,9.78
2014-08-10T02:03:00Z,9.36
2014-08-10T04:03:00Z,9.13
2014-08-10T06:03:00Z,10.48
2014-08-10T08:03:00Z,13.33
2014-08-10T10:03:00Z,11.64
2014-08-10T12:03:00Z,10.52
2014-08-10T14:03:00Z,13.74
2014-08-10T16:03:00Z,13.94
2014-08-10T18:03:00Z,10.93
2014-08-10T20:03:00Z,8.41
2014-08-10T22:03:00Z,9.65
2014-08-11T00:03:00Z,9.59
2014-08-11T02:03:00Z,9.53
2014-08-11T04:03:00Z,9.28
2014-08-11T06:03:00Z,10.52
2014-08-11T08:03:00Z,8.65
2014-08-11T10:03:00Z,10.56
2014-08-11T12:03:00Z,13.07
2014-08-11T14:03:00Z,11.9
2014-08-11T16:03:00Z,12.27
2014-08-11T18:03:00Z,10.63
2014-08-11T20:03:00Z,9.14
2014-08-11T22:03:00Z,6.884
2014-08-12T00:03:00Z,7.262
2014-08-12T02:03:00Z,7.681
2014-08-12T04:03:00Z,7.463
2014-08-12T06:03:00Z,8.88
2014-08-12T08:03:00Z,10.39
2014-08-12T10:03:00Z,12.89
2014-08-12T12:03:00Z,12.33
2014-08-12T14:03:00Z,11.52
2014-08-12T16:03:00Z,10.97
2014-08-12T18:03:00Z,8.46
2014-08-12T20:03:00Z,8.31
2014-08-12T22:03:00Z,8.12
2014-08-13T00:03:00Z,7.823
2014-08-13T02:03:00Z,7.814
2014-08-13T04:03:00Z,8.33
2014-08-13T06:03:00Z,8.22
2014-08-13T08:03:00Z,7.569
2014-08-13T10:03:00Z,8.23
2014-08-13T12:03:00Z,9.37
2014-08-13T14:03:00Z,11.5
2014-08-13T16:03:00Z,10.25
2014-08-13T18:03:00Z,10.8
2014-08-13T20:03:00Z,9.33
2014-08-13T22:03:00Z,8.64
2014-08-14T00:03:00Z,8.97
2014-08-14T02:03:00Z,6.724
2014-08-14T04:03:00Z,7.148
2014-08-14T06:03:00Z,6.85
2014-08-14T08:03:00Z,6.568
2014-08-14T10:03:00Z,9.12
2014-08-14T12:03:00Z,12.2
2014-08-14T14:03:00Z,12.69
2014-08-14T16:03:00Z,12.12
2014-08-14T18:03:00Z,11.37
2014-08-14T20:03:00Z,9.98
2014-08-14T22:03:00Z,8.66
2014-08-15T00:03:00Z,8.3
2014-08-15T02:03:00Z,8.26
2014-08-15T04:03:00Z,8.02
2014-08-15T06:03:00Z,7.615
2014-08-15T08:03:00Z,10.24
2014-08-15T10:03:00Z,13.15
2014-08-15T12:03:00Z,16.13
2014-08-15T14:03:00Z,16.2
2014-08-15T16:03:00Z,16.14
2014-08-15T18:03:00Z,13.75
2014-08-15T20:03:00Z,11.38
2014-08-15T22:03:00Z,9.84
2014-08-16T00:03:00Z,9.26
2014-08-16T02:03:00Z,9.37
2014-08-16T04:03:00Z,8.43
2014-08-16T06:03:00Z,9.33
2014-08-16T08:03:00Z,13.09
2014-08-16T10:03:00Z,15.16
2014-08-16T12:03:00Z,17.38
2014-08-16T14:03:00Z,18.39
2014-08-16T16:03:00Z,18.3
2014-08-16T18:03:00Z,14.79
2014-08-16T20:03:00Z,12.31
2014-08-16T22:03:00Z,11.51
2014-08-17T00:03:00Z,10.25
2014-08-17T02:03:00Z,10.16
2014-08-17T04:03:00Z,9.41
2014-08-17T06:03:00Z,10.11
2014-08-17T08:03:00Z,13.02
2014-08-17T10:03:00Z,15.48
2014-08-17T12:03:00Z,18.21
2014-08-17T14:03:00Z,18.93
2014-08-17T16:03:00Z,18.42
2014-08-17T18:03:00Z,15.44
2014-08-17T20:03:00Z,13.04
2014-08-17T22:03:00Z,11.85
2014-08-18T00:03:00Z,11.51
2014-08-18T02:03:00Z,10.78
2014-08-18T04:03:00Z,10.3
2014-08-18T06:03:00Z,11.05
2014-08-18T08:03:00Z,13.89
2014-08-18T10:03:00Z,16.28
2014-08-18T12:03:00Z,17.88
2014-08-18T14:03:00Z,18.44
2014-08-18T16:03:00Z,16.4
2014-08-18T18:03:00Z,13.88
2014-08-18T20:03:00Z,10.01
2014-08-18T22:03:00Z,7.527
2014-08-19T00:03:00Z,5.095
2014-08-19T02:03:00Z,4.661
2014-08-19T04:03:00Z,4.563
2014-08-19T06:03:00Z,4.202
2014-08-19T08:03:00Z,4.678
2014-08-19T10:03:00Z,8.13
2014-08-19T12:03:00Z,10.68
2014-08-19T14:03:00Z,9.12
2014-08-19T16:03:00Z,8.13
2014-08-19T18:03:00Z,6.731
2014-08-19T20:03:00Z,4.465
2014-08-19T22:03:00Z,4.158
2014-08-20T00:03:00Z,4.99
2014-08-20T02:03:00Z,4.328
2014-08-20T04:03:00Z,4.806
2014-08-20T06:03:00Z,5.733
2014-08-20T08:03:00Z,7.452
2014-08-20T10:03:00Z,10.22
2014-08-20T12:03:00Z,11.12
2014-08-20T14:03:00Z,9.87
2014-08-20T16:03:00Z,8.07
2014-08-20T18:03:00Z,7.106
2014-08-20T20:03:00Z,6.222
2014-08-20T22:03:00Z,5.698
2014-08-21T00:03:00Z,4.864
2014-08-21T02:03:00Z,4.659
2014-08-21T04:03:00Z,3.965
2014-08-21T06:03:00Z,4.173
2014-08-21T08:03:00Z,6.989
2014-08-21T10:03:00Z,9.32
2014-08-21T12:03:00Z,12.54
2014-08-21T14:03:00Z,12.65
2014-08-21T16:03:00Z,12.87
2014-08-21T18:03:00Z,8.95
2014-08-21T20:03:00Z,6.736
2014-08-21T22:03:00Z,6.848
2014-08-22T00:03:00Z,5.245
2014-08-22T02:03:00Z,4.838
2014-08-22T04:03:00Z,3.835
2014-08-22T06:03:00Z,5.804
2014-08-22T08:03:00Z,7.889
2014-08-22T10:03:00Z,10.31
2014-08-22T12:03:00Z,11.71
2014-08-22T14:03:00Z,11.79
2014-08-22T16:03:00Z,10.1
2014-08-22T18:03:00Z,5.6
2014-08-22T20:03:00Z,4.993
2014-08-22T22:03:00Z,4.413
2014-08-23T00:03:00Z,3.84
2014-08-23T02:03:00Z,5.115
2014-08-23T04:03:00Z,5.001
2014-08-23T06:03:00Z,3.661
2014-08-23T08:03:00Z,4.514
2014-08-23T10:03:00Z,6.017
2014-08-23T12:03:00Z,7.46
2014-08-23T14:03:00Z,8.77
2014-08-23T16:03:00Z,9.7
2014-08-23T18:03:00Z,7.18
2014-08-23T20:03:00Z,4.721
2014-08-23T22:03:00Z,4.321
2014-08-24T00:03:00Z,4.561
2014-08-24T02:03:00Z,4.402
2014-08-24T04:03:00Z,3.798
2014-08-24T06:03:00Z,4.345
2014-08-24T08:03:00Z,6.968
2014-08-24T10:03:00Z,10.22
2014-08-24T12:03:00Z,10.33
2014-08-24T14:03:00Z,10.78
2014-08-24T16:03:00Z,10.16
2014-08-24T18:03:00Z,9.02
2014-08-24T20:03:00Z,7.855
2014-08-24T22:03:00Z,6.764
2014-08-25T00:03:00Z,6.225
2014-08-25T02:03:00Z,5.494
2014-08-25T04:03:00Z,5.287
2014-08-25T06:03:00Z,5.389
2014-08-25T08:03:00Z,7.011
2014-08-25T10:03:00Z,10.21
2014-08-25T12:03:00Z,11.69
2014-08-25T14:03:00Z,12.18
2014-08-25T16:03:00Z,10.78
2014-08-25T18:03:00Z,9.05
2014-08-25T20:03:00Z,7.679
2014-08-25T22:03:00Z,5.457
2014-08-26T00:03:00Z,5.87
2014-08-26T02:03:00Z,5.095
2014-08-26T04:03:00Z,4.73
2014-08-26T06:03:00Z,4.934
2014-08-26T08:03:00Z,5.983
2014-08-26T10:03:00Z,8.77
2014-08-26T12:03:00Z,5.579
2014-08-26T14:03:00Z,3.543
2014-08-26T16:03:00Z,1.756
2014-08-26T18:03:00Z,2.803
2014-08-26T20:03:00Z,1.996
2014-08-26T22:03:00Z,1.498
2014-08-27T00:03:00Z,0.941
2014-08-27T02:03:00Z,1.159
2014-08-27T04:03:00Z,1.535
2014-08-27T06:03:00Z,3.761
2014-08-27T08:03:00Z,6.194
2014-08-27T10:03:00Z,7.681
2014-08-27T12:03:00Z,9.35
2014-08-27T14:03:00Z,10.85
2014-08-27T16:03:00Z,11
2014-08-27T18:03:00Z,8.73
2014-08-27T20:03:00Z,7.224
2014-08-27T22:03:00Z,7.144
2014-08-28T00:03:00Z,6.086
2014-08-28T02:03:00Z,5.873
2014-08-28T04:03:00Z,5.546
2014-08-28T06:03:00Z,6.359
2014-08-28T08:03:00Z,10.08
2014-08-28T10:03:00Z,11.77
2014-08-28T12:03:00Z,14.53
2014-08-28T14:03:00Z,14.53
2014-08-28T16:03:00Z,12.95
2014-08-28T18:03:00Z,11.32
2014-08-28T20:03:00Z,8.66
2014-08-28T22:03:00Z,8.65
2014-08-29T00:03:00Z,8.17
2014-08-29T02:03:00Z,8.14
2014-08-29T04:03:00Z,8.2
2014-08-29T06:03:00Z,9.54
2014-08-29T08:03:00Z,13.55
2014-08-29T10:03:00Z,15.33
2014-08-29T12:03:00Z,15.73
2014-08-29T14:03:00Z,15.72
2014-08-29T16:03:00Z,14.34
2014-08-29T18:03:00Z,12.22
2014-08-29T20:03:00Z,11.94
2014-08-29T22:03:00Z,10.28
2014-08-30T00:03:00Z,9.76
2014-08-30T02:03:00Z,10.28
2014-08-30T04:03:00Z,9.46
2014-08-30T06:03:00Z,9.44
2014-08-30T08:03:00Z,9.36
2014-08-30T10:03:00Z,11.18
2014-08-30T12:03:00Z,14.81
2014-08-30T14:03:00Z,16.43
2014-08-30T16:03:00Z,14.77
2014-08-30T18:03:00Z,12.93
2014-08-30T20:03:00Z,12.11
2014-08-30T22:03:00Z,9.38
2014-08-31T00:03:00Z,8.56
2014-08-31T02:03:00Z,6.906
2014-08-31T04:03:00Z,5.794
2014-08-31T06:03:00Z,5.752
2014-08-31T08:03:00Z,8.22
2014-08-31T10:03:00Z,10.58
2014-08-31T12:03:00Z,12.61
2014-08-31T14:03:00Z,12.98
2014-08-31T16:03:00Z,13.67
2014-08-31T18:03:00Z,10.38
2014-08-31T20:03:00Z,9.51
2014-08-31T22:03:00Z,9.02
